,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
5184,solid review,review,solid,"[('good', 'JJ')]","[('review', 'NN')]",5.946,6.32,6.456,7.28,3.938,3.946,3.516,3.382,5.708,5.686,6.288,6.43
5185,superb review,review,superb,"[('good', 'JJ')]","[('review', 'NN')]",5.946,6.32,6.456,7.28,3.938,3.946,3.516,3.382,5.708,5.686,6.288,6.43
5186,well-behaved review,review,well-behaved,"[('good', 'JJ')]","[('review', 'NN')]",5.946,6.32,6.456,7.28,3.938,3.946,3.516,3.382,5.708,5.686,6.288,6.43
5187,affirmative review,review,affirmative,"[('positive', 'JJ')]","[('review', 'NN')]",5.897,6.104,6.273,6.866,4.322,4.447,4.226,4.452,5.778,5.732,6.188,6.26
5188,constructive review,review,constructive,"[('positive', 'JJ')]","[('review', 'NN')]",5.897,6.104,6.273,6.866,4.322,4.447,4.226,4.452,5.778,5.732,6.188,6.26
5189,boffo review,review,boffo,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5190,booming review,review,booming,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5191,in review,review,in,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5192,made review,review,made,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5193,no-hit review,review,no-hit,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5194,productive review,review,productive,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5195,self-made review,review,self-made,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5196,sure-fire review,review,sure-fire,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5197,triple-crown review,review,triple-crown,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5198,victorious review,review,victorious,"[('successful', 'JJ')]","[('review', 'NN')]",6.445,7.122,6.445,7.122,4.024,4.142,4.024,4.142,6.534,6.791,6.534,6.791
5199,bang-up reviewer,reviewer,bang-up,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5200,good_enough reviewer,reviewer,good_enough,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5201,goodish reviewer,reviewer,goodish,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5202,hot reviewer,reviewer,hot,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5203,redeeming reviewer,reviewer,redeeming,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5204,satisfactory reviewer,reviewer,satisfactory,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5205,solid reviewer,reviewer,solid,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5206,superb reviewer,reviewer,superb,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5207,well-behaved reviewer,reviewer,well-behaved,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
5208,non bang-up reviewer,reviewer,non bang-up,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5209,non good_enough reviewer,reviewer,non good_enough,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5210,non goodish reviewer,reviewer,non goodish,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5211,non hot reviewer,reviewer,non hot,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5212,non redeeming reviewer,reviewer,non redeeming,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5213,non satisfactory reviewer,reviewer,non satisfactory,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5214,non solid reviewer,reviewer,non solid,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5215,non superb reviewer,reviewer,non superb,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5216,non well-behaved reviewer,reviewer,non well-behaved,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
5217,localized scheduler,scheduler,localized,"[('local', 'JJ')]","[('scheduler', 'NN')]",5.29,5.34,4.53,4.29,4.57,4.5,5.2,5.3,5.39,5.46,5.1,5.14
5218,topical scheduler,scheduler,topical,"[('local', 'JJ')]","[('scheduler', 'NN')]",5.29,5.34,4.53,4.29,4.57,4.5,5.2,5.3,5.39,5.46,5.1,5.14
5219,awe-inspiring screen,screen,awe-inspiring,"[('awesome', 'JJ')]","[('screen', 'NN')]",6.08,6.148,6.854,7.508,4.308,4.344,4.364,4.508,5.846,5.868,6.444,6.85
5220,awful screen,screen,awful,"[('awesome', 'JJ')]","[('screen', 'NN')]",6.08,6.148,6.854,7.508,4.308,4.344,4.364,4.508,5.846,5.868,6.444,6.85
5221,awing screen,screen,awing,"[('awesome', 'JJ')]","[('screen', 'NN')]",6.08,6.148,6.854,7.508,4.308,4.344,4.364,4.508,5.846,5.868,6.444,6.85
5222,impressive screen,screen,impressive,"[('awesome', 'JJ')]","[('screen', 'NN')]",6.08,6.148,6.854,7.508,4.308,4.344,4.364,4.508,5.846,5.868,6.444,6.85
5223,little screen,screen,little,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5224,atomic screen,screen,atomic,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5225,bantam screen,screen,bantam,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5226,bitty screen,screen,bitty,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5227,dinky screen,screen,dinky,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5228,dwarfish screen,screen,dwarfish,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5229,elfin screen,screen,elfin,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5230,gnomish screen,screen,gnomish,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5231,half-size screen,screen,half-size,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5232,infinitesimal screen,screen,infinitesimal,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5233,lesser screen,screen,lesser,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5234,micro screen,screen,micro,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5235,microscopic screen,screen,microscopic,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5236,miniature screen,screen,miniature,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5237,minuscule screen,screen,minuscule,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5238,olive-sized screen,screen,olive-sized,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5239,pocket-size screen,screen,pocket-size,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5240,puny screen,screen,puny,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5241,slender screen,screen,slender,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5242,small-scale screen,screen,small-scale,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5243,smaller screen,screen,smaller,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5244,smallish screen,screen,smallish,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5245,subatomic screen,screen,subatomic,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5246,undersize screen,screen,undersize,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
5247,unexampled script,script,unexampled,"[('new', 'JJ')]","[('script', 'NN')]",5.596,5.62,6.214,6.61,4.474,4.618,4.252,4.55,5.27,5.362,5.17,5.422
5248,unprecedented script,script,unprecedented,"[('new', 'JJ')]","[('script', 'NN')]",5.596,5.62,6.214,6.61,4.474,4.618,4.252,4.55,5.27,5.362,5.17,5.422
5249,another script,script,another,"[('other', 'JJ')]","[('script', 'NN')]",5.487,5.503,5.688,5.819,3.998,4.018,3.501,3.416,5.554,5.827,5.575,6.111
5250,different script,script,different,"[('other', 'JJ')]","[('script', 'NN')]",5.487,5.503,5.688,5.819,3.998,4.018,3.501,3.416,5.554,5.827,5.575,6.111
5251,opposite script,script,opposite,"[('other', 'JJ')]","[('script', 'NN')]",5.487,5.503,5.688,5.819,3.998,4.018,3.501,3.416,5.554,5.827,5.575,6.111
5252,otherwise script,script,otherwise,"[('other', 'JJ')]","[('script', 'NN')]",5.487,5.503,5.688,5.819,3.998,4.018,3.501,3.416,5.554,5.827,5.575,6.111
5253,a_few second,second,a_few,"[('few', 'JJ')]","[('second', 'NN')]",5.479,5.515,5.679,5.902,4.213,4.334,3.895,4.101,5.465,5.48,5.601,5.725
5254,hardly_a second,second,hardly_a,"[('few', 'JJ')]","[('second', 'NN')]",5.479,5.515,5.679,5.902,4.213,4.334,3.895,4.101,5.465,5.48,5.601,5.725
5255,bang-up sense,sense,bang-up,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5256,good_enough sense,sense,good_enough,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5257,goodish sense,sense,goodish,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5258,hot sense,sense,hot,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5259,redeeming sense,sense,redeeming,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5260,satisfactory sense,sense,satisfactory,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5261,solid sense,sense,solid,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5262,superb sense,sense,superb,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5263,well-behaved sense,sense,well-behaved,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
5264,more_than sense,sense,more_than,"[('more', 'JJ')]","[('sense', 'NN')]",5.668,5.596,5.805,5.66,4.235,4.329,4.073,4.259,5.68,5.578,5.873,5.663
5265,overmuch sense,sense,overmuch,"[('much', 'JJ')]","[('sense', 'NN')]",5.54,5.457,5.647,5.424,4.386,4.483,4.169,4.403,5.631,5.537,5.816,5.577
5266,some sense,sense,some,"[('much', 'JJ')]","[('sense', 'NN')]",5.54,5.457,5.647,5.424,4.386,4.483,4.169,4.403,5.631,5.537,5.816,5.577
5267,such sense,sense,such,"[('much', 'JJ')]","[('sense', 'NN')]",5.54,5.457,5.647,5.424,4.386,4.483,4.169,4.403,5.631,5.537,5.816,5.577
5268,untold sense,sense,untold,"[('much', 'JJ')]","[('sense', 'NN')]",5.54,5.457,5.647,5.424,4.386,4.483,4.169,4.403,5.631,5.537,5.816,5.577
5269,clean sense,sense,clean,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5270,clear sense,sense,clear,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5271,cold sense,sense,cold,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5272,complete sense,sense,complete,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5273,down sense,sense,down,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5274,errorless sense,sense,errorless,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5275,faultless sense,sense,faultless,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5276,flawless sense,sense,flawless,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5277,ideal sense,sense,ideal,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5278,idealized sense,sense,idealized,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5279,idyllic sense,sense,idyllic,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5280,mint sense,sense,mint,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5281,perfectible sense,sense,perfectible,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5282,pluperfect sense,sense,pluperfect,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5283,uncorrupted sense,sense,uncorrupted,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
5284,other server,server,other,"[('new', 'JJ')]","[('server', 'NN')]",5.944,6.05,6.488,7.058,4.242,4.334,4.08,4.266,5.4,5.444,5.404,5.534
5285,assonant server,server,assonant,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5286,comparable server,server,comparable,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5287,cookie-cutter server,server,cookie-cutter,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5288,duplicate server,server,duplicate,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5289,homophonic server,server,homophonic,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5290,identical server,server,identical,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5291,one server,server,one,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5292,synoptic server,server,synoptic,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
5293,steady server,server,steady,"[('secure', 'JJ')]","[('server', 'NN')]",5.951,6.09,6.248,6.697,3.974,4.029,3.624,3.583,5.795,5.95,6.143,6.645
5294,tight server,server,tight,"[('secure', 'JJ')]","[('server', 'NN')]",5.951,6.09,6.248,6.697,3.974,4.029,3.624,3.583,5.795,5.95,6.143,6.645
5295,absolute set,set,absolute,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5296,accomplished set,set,accomplished,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5297,all-or-none set,set,all-or-none,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5298,all-out set,set,all-out,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5299,all set,set,all,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5300,allover set,set,allover,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5301,clean set,set,clean,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5302,completed set,set,completed,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5303,dead set,set,dead,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5304,exhaustive set,set,exhaustive,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5305,fleshed_out set,set,fleshed_out,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5306,full-blown set,set,full-blown,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5307,full-dress set,set,full-dress,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5308,full set,set,full,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5309,hearty set,set,hearty,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5310,self-contained set,set,self-contained,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5311,sound set,set,sound,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5312,stand-alone set,set,stand-alone,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
5313,bang-up set,set,bang-up,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5314,good_enough set,set,good_enough,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5315,goodish set,set,goodish,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5316,hot set,set,hot,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5317,redeeming set,set,redeeming,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5318,satisfactory set,set,satisfactory,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5319,solid set,set,solid,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5320,superb set,set,superb,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5321,well-behaved set,set,well-behaved,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
5322,assonant set,set,assonant,"[('same', 'JJ')]","[('set', 'NN')]",5.539,5.611,5.649,5.857,4.064,4.304,3.822,4.183,5.414,5.3,5.616,5.518
5323,comparable set,set,comparable,"[('same', 'JJ')]","[('set', 'NN')]",5.539,5.611,5.649,5.857,4.064,4.304,3.822,4.183,5.414,5.3,5.616,5.518
5324,cookie-cutter set,set,cookie-cutter,"[('same', 'JJ')]","[('set', 'NN')]",5.539,5.611,5.649,5.857,4.064,4.304,3.822,4.183,5.414,5.3,5.616,5.518
5325,duplicate set,set,duplicate,"[('same', 'JJ')]","[('set', 'NN')]",5.539,5.611,5.649,5.857,4.064,4.304,3.822,4.183,5.414,5.3,5.616,5.518
5326,homophonic set,set,homophonic,"[('same', 'JJ')]","[('set', 'NN')]",5.539,5.611,5.649,5.857,4.064,4.304,3.822,4.183,5.414,5.3,5.616,5.518
