,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
856,good reviewer,reviewer,good,"[('good', 'JJ')]","[('reviewer', 'NN')]",6.009,6.284,6.359,6.96,3.996,4.293,3.703,4.08,5.632,5.811,5.804,6.181
857,not good reviewer,reviewer,not good,"[('not', 'RB'), ('good', 'JJ')]","[('reviewer', 'NN')]",4.454,3.956,4.392,3.858,4.606,5.418,4.536,5.498,4.732,4.484,4.726,4.49
858,upper right,right,upper,"[('upper', 'JJ')]","[('right', 'NN')]",5.962,5.572,6.278,5.754,3.988,3.69,3.94,3.412,6.118,5.832,6.508,6.176
859,extremely low risk,risk,extremely low,"[('extremely', 'RB'), ('low', 'JJ')]","[('risk', 'NN')]",4.69,4.412,4.547,4.162,3.983,2.932,3.75,2.192,4.047,3.938,3.778,3.647
860,first row,row,first,"[('first', 'JJ')]","[('row', 'NN')]",5.838,5.93,5.946,6.178,4.114,4.284,3.96,4.246,5.778,5.716,6.248,6.344
861,first run,run,first,"[('first', 'JJ')]","[('run', 'NN')]",5.679,5.406,5.93,5.694,4.9,4.822,4.935,4.784,5.578,5.63,5.763,5.931
862,long run,run,long,"[('long', 'JJ')]","[('run', 'NN')]",5.928,5.862,6.272,6.208,4.28,4.138,4.482,4.102,5.61,5.618,5.692,5.817
863,fair scheduler,scheduler,fair,"[('fair', 'JJ')]","[('scheduler', 'NN')]",5.987,6.291,6.221,6.833,4.076,3.799,3.941,3.41,5.686,5.894,5.845,6.271
864,local scheduler,scheduler,local,"[('local', 'JJ')]","[('scheduler', 'NN')]",5.29,5.34,4.53,4.29,4.57,4.5,5.2,5.3,5.39,5.46,5.1,5.14
865,awesome screen,screen,awesome,"[('awesome', 'JJ')]","[('screen', 'NN')]",6.08,6.148,6.854,7.508,4.308,4.344,4.364,4.508,5.846,5.868,6.444,6.85
866,full screen,screen,full,"[('full', 'JJ')]","[('screen', 'NN')]",5.527,5.525,5.881,6.045,4.199,4.211,3.631,3.402,5.542,5.524,5.923,6.068
867,small screen,screen,small,"[('small', 'JJ')]","[('screen', 'NN')]",5.837,5.907,6.06,6.315,4.02,4.003,3.693,3.497,5.583,5.573,5.548,5.512
868,full screen mode,screen mode,full,"[('full', 'JJ')]","[('screen', 'NN'), ('mode', 'NN')]",5.604,5.684,5.818,5.952,3.972,4.022,3.472,3.494,5.718,5.688,6.112,6.12
869,attached screenshot,screenshot,attached,"[('attached', 'JJ')]","[('screenshot', 'NN')]",5.342,5.434,5.404,5.608,4.638,4.558,4.552,4.328,5.22,5.262,5.15,5.23
870,new script,script,new,"[('new', 'JJ')]","[('script', 'NN')]",5.596,5.62,6.214,6.61,4.474,4.618,4.252,4.55,5.27,5.362,5.17,5.422
871,other script,script,other,"[('other', 'JJ')]","[('script', 'NN')]",5.487,5.503,5.688,5.819,3.998,4.018,3.501,3.416,5.554,5.827,5.575,6.111
872,other script,script,other,"[('other', 'JJ')]","[('script', 'NN')]",5.487,5.503,5.688,5.819,3.998,4.018,3.501,3.416,5.554,5.827,5.575,6.111
873,vertical scrollbar,scrollbar,vertical,"[('vertical', 'JJ')]","[('scrollbar', 'NN')]",5.424,5.48,5.689,6.034,4.341,4.244,4.13,3.7,5.301,5.336,5.45,5.674
874,new search,search,new,"[('new', 'JJ')]","[('search', 'NN')]",6.076,6.352,6.68,7.346,4.464,4.688,4.354,4.67,5.376,5.456,5.498,5.756
875,quick search,search,quick,"[('quick', 'JJ')]","[('search', 'NN')]",5.763,5.787,6.031,6.264,4.41,4.493,4.233,4.426,5.793,5.907,5.966,6.447
876,simple search,search,simple,"[('simple', 'JJ')]","[('search', 'NN')]",5.691,5.736,6.219,6.543,4.043,4.05,3.503,3.331,5.441,5.523,5.733,6.099
877,few second,second,few,"[('few', 'JJ')]","[('second', 'NN')]",5.479,5.515,5.679,5.902,4.213,4.334,3.895,4.101,5.465,5.48,5.601,5.725
878,new section,section,new,"[('new', 'JJ')]","[('section', 'NN')]",5.85,5.947,6.576,7.341,4.209,4.263,3.969,4.072,5.622,5.584,5.96,5.94
879,good sense,sense,good,"[('good', 'JJ')]","[('sense', 'NN')]",5.963,5.949,6.894,7.296,4.164,4.239,3.897,3.996,5.72,5.634,6.343,6.369
880,more sense,sense,more,"[('more', 'JJ')]","[('sense', 'NN')]",5.668,5.596,5.805,5.66,4.235,4.329,4.073,4.259,5.68,5.578,5.873,5.663
881,most sense,sense,most,"[('most', 'JJ')]","[('sense', 'NN')]",5.873,5.838,5.917,5.828,4.147,4.229,4.006,4.159,5.845,5.763,5.891,5.689
882,much sense,sense,much,"[('much', 'JJ')]","[('sense', 'NN')]",5.54,5.457,5.647,5.424,4.386,4.483,4.169,4.403,5.631,5.537,5.816,5.577
883,perfect sense,sense,perfect,"[('perfect', 'JJ')]","[('sense', 'NN')]",6.181,6.252,6.49,6.688,4.144,4.266,4.121,4.327,6.11,6.088,6.421,6.486
884,new server,server,new,"[('new', 'JJ')]","[('server', 'NN')]",5.944,6.05,6.488,7.058,4.242,4.334,4.08,4.266,5.4,5.444,5.404,5.534
885,same server,server,same,"[('same', 'JJ')]","[('server', 'NN')]",5.513,5.521,5.741,5.937,4.269,4.334,3.944,4.059,5.451,5.483,5.54,5.737
886,secure server,server,secure,"[('secure', 'JJ')]","[('server', 'NN')]",5.951,6.09,6.248,6.697,3.974,4.029,3.624,3.583,5.795,5.95,6.143,6.645
887,complete set,set,complete,"[('complete', 'JJ')]","[('set', 'NN')]",5.478,4.677,5.755,6.24,3.693,3.333,3.09,3.398,5.695,4.708,5.98,6.013
888,good set,set,good,"[('good', 'JJ')]","[('set', 'NN')]",6.228,6.516,6.524,7.169,3.783,3.953,3.446,3.624,5.885,5.886,6.057,6.181
889,new set,set,new,"[('new', 'JJ')]","[('set', 'NN')]",5.929,6.068,6.518,7.163,4.305,4.515,3.847,4.218,5.586,5.545,5.855,5.876
890,same set,set,same,"[('same', 'JJ')]","[('set', 'NN')]",5.539,5.611,5.649,5.857,4.064,4.304,3.822,4.183,5.414,5.3,5.616,5.518
891,second set,set,second,"[('second', 'JJ')]","[('set', 'NN')]",5.264,5.26,5.388,5.472,3.82,4.07,3.526,3.742,5.324,5.168,5.358,5.128
892,different setting,setting,different,"[('different', 'JJ')]","[('setting', 'NN')]",5.573,5.624,5.72,6.081,4.299,4.219,4.144,3.72,5.573,5.633,5.817,6.224
893,good shape,shape,good,"[('good', 'JJ')]","[('shape', 'NN')]",5.969,6.146,6.461,6.987,3.92,3.97,3.567,3.555,5.742,5.729,6.054,6.161
894,debug shell,shell,debug,"[('debug', 'JJ')]","[('shell', 'NN')]",5.325,5.187,5.682,5.495,4.374,4.623,3.96,4.324,5.269,5.21,5.324,5.175
895,pure shell,shell,pure,"[('pure', 'JJ')]","[('shell', 'NN')]",6.12,6.15,6.24,6.33,3.54,3.65,3.55,3.71,5.72,5.75,5.93,6.08
896,worth shot,shot,worth,"[('worth', 'JJ')]","[('shot', 'NN')]",3.982,5,3.982,5,5.69,5,5.69,5,4.252,5,4.252,5
897,left side,side,left,"[('left', 'JJ')]","[('side', 'NN')]",5.396,5.391,5.55,5.665,4.108,4.254,3.817,4.152,5.451,5.379,5.792,5.779
898,other side,side,other,"[('other', 'JJ')]","[('side', 'NN')]",5.221,5.207,5.329,5.331,4.202,4.363,3.496,3.676,5.486,5.438,5.826,5.828
899,right side,side,right,"[('right', 'JJ')]","[('side', 'NN')]",5.663,5.724,6.145,6.559,4.193,4.349,3.759,4.067,5.706,5.703,6.228,6.432
900,safe side,side,safe,"[('safe', 'JJ')]","[('side', 'NN')]",5.837,5.964,6.351,6.866,3.94,4.106,3.323,3.414,5.811,5.82,6.29,6.527
901,good sign,sign,good,"[('good', 'JJ')]","[('sign', 'NN')]",6.037,6.473,6.347,6.993,3.963,4.22,3.695,3.972,5.743,5.953,5.965,6.303
902,live site,site,live,"[('live', 'JJ')]","[('site', 'NN')]",6.124,6.37,6.784,7.562,4.198,4.346,3.95,4.148,5.926,5.916,6.364,6.5
903,malicious site,site,malicious,"[('malicious', 'JJ')]","[('site', 'NN')]",4.78,4.644,4.41,4.008,4.197,4.355,3.975,4.191,5.518,5.379,5.633,5.405
904,many site,site,many,"[('many', 'JJ')]","[('site', 'NN')]",5.327,5.333,5.318,5.362,4.397,4.533,4.105,4.383,5.362,5.252,5.632,5.403
905,mobile site,site,mobile,"[('mobile', 'JJ')]","[('site', 'NN')]",5.652,5.707,5.67,5.892,4.182,4.243,3.752,3.85,5.748,5.72,5.975,5.923
906,other site,site,other,"[('other', 'JJ')]","[('site', 'NN')]",5.457,5.509,5.506,5.649,4.067,4.147,3.538,3.531,5.722,5.667,6.094,6.096
907,same site,site,same,"[('same', 'JJ')]","[('site', 'NN')]",5.33,5.342,4.726,4.484,4.386,4.542,4.002,4.228,5.58,5.478,5.846,5.724
908,secure site,site,secure,"[('secure', 'JJ')]","[('site', 'NN')]",5.931,6.166,6.159,6.659,3.882,3.962,3.579,3.595,6.049,6.073,6.35,6.494
909,top site,site,top,"[('top', 'JJ')]","[('site', 'NN')]",5.682,5.768,5.842,6.154,4.134,4.22,3.656,3.71,5.653,5.597,6.134,6.159
910,current situation,situation,current,"[('current', 'JJ')]","[('situation', 'NN')]",5.263,5.246,4.977,4.797,4.357,4.409,4.066,4.071,5.293,5.471,5.449,6.007
911,original size,size,original,"[('original', 'JJ')]","[('size', 'NN')]",5.42,5.398,5.964,6.142,4.282,4.416,3.816,4.154,5.4,5.422,5.668,5.89
912,same size,size,same,"[('same', 'JJ')]","[('size', 'NN')]",5.46,5.45,5.774,5.86,4.177,4.371,3.881,4.253,5.341,5.376,5.329,5.387
913,small size,size,small,"[('small', 'JJ')]","[('size', 'NN')]",5.827,5.844,6.372,6.748,4.131,4.225,3.289,3.364,5.307,5.315,5.395,5.481
914,acceptable solution,solution,acceptable,"[('acceptable', 'JJ')]","[('solution', 'NN')]",5.65,5.572,6.102,6,4.34,4.36,3.832,3.6,5.708,5.585,6.193,6.027
915,correct solution,solution,correct,"[('correct', 'JJ')]","[('solution', 'NN')]",6.137,6.132,6.345,6.4,4.017,3.9,3.628,3.267,6.263,6.227,6.777,6.92
916,different solution,solution,different,"[('different', 'JJ')]","[('solution', 'NN')]",5.996,5.912,6.252,6.232,3.944,3.794,3.758,3.5,6.304,6.264,6.51,6.502
917,good solution,solution,good,"[('good', 'JJ')]","[('solution', 'NN')]",6.259,6.29,6.778,7.025,4.152,4.104,3.962,3.797,5.979,5.851,6.343,6.25
918,more elegant solution,solution,more elegant,"[('more', 'RB'), ('elegant', 'JJ')]","[('solution', 'NN')]",6.037,5.99,6.61,6.768,4.34,4.36,4.065,3.95,5.873,5.733,6.392,6.323
919,nice solution,solution,nice,"[('nice', 'JJ')]","[('solution', 'NN')]",6.277,6.428,6.249,6.316,4.073,3.864,4.035,3.804,6.202,6.135,6.517,6.501
920,not good solution,solution,not good,"[('not', 'RB'), ('good', 'JJ')]","[('solution', 'NN')]",5.027,4.486,4.912,4.088,4.697,4.924,4.806,5.129,5.379,4.941,5.434,4.794
921,possible solution,solution,possible,"[('possible', 'JJ')]","[('solution', 'NN')]",6.201,6.219,6.445,6.515,4.042,3.942,3.873,3.664,5.908,5.732,6.122,5.917
922,quick solution,solution,quick,"[('quick', 'JJ')]","[('solution', 'NN')]",5.852,5.756,6.272,6.263,4.366,4.388,4.293,4.294,5.841,5.696,6.295,6.178
923,right solution,solution,right,"[('right', 'JJ')]","[('solution', 'NN')]",5.917,5.837,6.42,6.48,4.372,4.387,4.212,4.168,6.016,5.914,6.631,6.679
924,simple solution,solution,simple,"[('simple', 'JJ')]","[('solution', 'NN')]",5.969,5.88,6.396,6.442,3.982,3.881,3.522,3.139,5.825,5.637,6.159,5.975
925,new source,source,new,"[('new', 'JJ')]","[('source', 'NN')]",6.043,6.14,6.737,7.363,4.338,4.303,4.215,4.07,5.648,5.572,5.977,5.905
926,open source,source,open,"[('open', 'JJ')]","[('source', 'NN')]",6.006,6.156,6.351,6.79,4.411,4.404,4.203,4.053,5.94,5.91,6.294,6.384
927,open source project,source project,open,"[('open', 'JJ')]","[('source', 'NN'), ('project', 'NN')]",5.65,5.753,5.978,6.228,4.463,4.452,4.002,3.75,5.902,5.612,6.51,5.945
928,extra space,space,extra,"[('extra', 'JJ')]","[('space', 'NN')]",5.872,5.676,6.446,6.214,3.978,4.017,3.233,3.037,5.401,5.484,5.642,5.988
929,white space,space,white,"[('white', 'JJ')]","[('space', 'NN')]",5.867,5.689,6.216,5.87,4.005,4.059,3.519,3.476,5.442,5.548,5.538,5.827
930,full speed,speed,full,"[('full', 'JJ')]","[('speed', 'NN')]",6.132,5.96,6.584,6.482,4.614,3.888,4.682,3.456,6.036,5.886,6.414,6.308
931,good spot,spot,good,"[('good', 'JJ')]","[('spot', 'NN')]",6.174,6.729,6.527,7.404,3.693,3.93,3.37,3.623,5.642,6.003,5.812,6.406
932,sweet spot,spot,sweet,"[('sweet', 'JJ')]","[('spot', 'NN')]",5.887,6.193,6.174,6.703,3.899,4.19,3.587,3.907,5.229,5.366,5.354,5.619
933,full stack,stack,full,"[('full', 'JJ')]","[('stack', 'NN')]",6.019,6.175,6.21,6.654,3.831,3.93,3.416,3.458,5.921,5.949,6.218,6.394
934,first start,start,first,"[('first', 'JJ')]","[('start', 'NN')]",6.18,6.135,6.987,7.275,4.502,4.438,4.375,4.16,5.752,5.803,6.12,6.432
935,good start,start,good,"[('good', 'JJ')]","[('start', 'NN')]",6.599,6.827,6.928,7.287,4.203,3.903,4.091,3.656,5.83,6.024,5.992,6.296
936,great start,start,great,"[('great', 'JJ')]","[('start', 'NN')]",6.599,6.798,6.871,7.188,4.345,4.131,4.29,3.973,5.991,6.275,6.137,6.549
937,good starting point,starting point,good,"[('good', 'JJ')]","[('starting', 'NN'), ('point', 'NN')]",5.862,6.464,6.478,7.09,4.184,3.986,3.743,3.678,5.719,5.854,6.169,6.126
938,active state,state,active,"[('active', 'JJ')]","[('state', 'NN')]",5.238,5.028,5.624,5.576,4.384,4.69,4.212,4.676,5.27,5.136,5.564,5.522
939,current state,state,current,"[('current', 'JJ')]","[('state', 'NN')]",5.691,5.682,5.97,6.093,4.049,4.173,3.358,3.392,5.582,5.572,5.911,6.039
940,new state,state,new,"[('new', 'JJ')]","[('state', 'NN')]",6.047,6.123,6.614,7.056,4.319,4.536,4.136,4.556,5.636,5.63,5.804,5.88
941,first step,step,first,"[('first', 'JJ')]","[('step', 'NN')]",6.094,6.229,6.441,6.822,4.097,4.256,3.899,4.109,5.878,5.859,6.155,6.234
942,good step,step,good,"[('good', 'JJ')]","[('step', 'NN')]",6.22,6.414,6.696,7.205,3.848,3.943,3.555,3.596,5.945,5.969,6.276,6.418
943,helpful step,step,helpful,"[('helpful', 'JJ')]","[('step', 'NN')]",6.23,6.42,6.34,6.67,3.96,4.13,3.77,3.92,6.52,6.7,6.54,6.81
944,next step,step,next,"[('next', 'JJ')]","[('step', 'NN')]",5.456,5.395,5.632,5.608,4.263,4.437,4.114,4.434,5.451,5.329,5.684,5.524
945,reliable str,str,reliable,"[('reliable', 'JJ')]","[('str', 'NN')]",5.944,6.356,6.07,6.606,4.238,3.924,4.26,3.89,5.7,6.012,5.912,6.374
946,good strategy,strategy,good,"[('good', 'JJ')]","[('strategy', 'NN')]",6.137,6.32,6.512,6.875,4.158,4.125,4.147,4.123,6.043,5.875,6.37,6.207
947,new stream,stream,new,"[('new', 'JJ')]","[('stream', 'NN')]",6.084,5.969,7.214,7.373,4.283,4.289,4.319,4.303,5.439,5.491,5.326,5.446
948,new string,string,new,"[('new', 'JJ')]","[('string', 'NN')]",6.011,6.197,6.545,7.195,4.395,4.529,4.19,4.386,5.618,5.631,5.759,5.826
949,specific string,string,specific,"[('specific', 'JJ')]","[('string', 'NN')]",5.648,5.72,5.732,5.97,4.024,4.046,3.372,3.156,5.792,5.822,5.868,5.988
950,least unique string,string,least unique,"[('least', 'JJ'), ('unique', 'JJ')]","[('string', 'NN')]",5.79,5.83,6.67,7.38,4.28,4.32,3.73,3.69,5.52,5.52,6.11,6.36
951,good stuff,stuff,good,"[('good', 'JJ')]","[('stuff', 'NN')]",6.676,7.366,6.835,7.637,3.706,3.791,3.612,3.68,5.644,6.229,5.708,6.396
952,great stuff,stuff,great,"[('great', 'JJ')]","[('stuff', 'NN')]",6.436,6.915,6.65,7.264,3.959,4.195,3.817,4.045,5.707,6.297,5.839,6.585
953,interesting stuff,stuff,interesting,"[('interesting', 'JJ')]","[('stuff', 'NN')]",6.157,6.341,6.264,6.499,4.098,4.39,4.043,4.354,5.628,6.05,5.705,6.206
954,more stuff,stuff,more,"[('more', 'JJ')]","[('stuff', 'NN')]",5.277,5.185,5.093,4.71,4.418,4.536,4.375,4.805,5.291,5.338,5.006,5.095
955,other stuff,stuff,other,"[('other', 'JJ')]","[('stuff', 'NN')]",5.657,5.629,5.871,5.873,4.006,4.076,3.448,3.413,5.505,5.611,5.724,6.169
956,cool stuff,stuff,cool,"[('cool', 'JJ')]","[('stuff', 'NN')]",6.279,6.633,6.46,6.93,3.691,3.681,3.479,3.437,5.689,6.303,5.769,6.531
957,new style,style,new,"[('new', 'JJ')]","[('style', 'NN')]",5.89,5.717,6.643,6.56,4.385,4.325,4.262,4.09,5.618,5.233,6.067,5.363
958,same style,style,same,"[('same', 'JJ')]","[('style', 'NN')]",5.697,5.527,6.09,5.732,4.37,4.335,4.315,4.175,5.69,5.422,6.182,5.538
959,much success,success,much,"[('much', 'JJ')]","[('success', 'NN')]",5.718,5.22,5.936,5.032,4.9,4.682,5.36,5.102,5.506,5.244,5.858,5.53
960,good suggestion,suggestion,good,"[('good', 'JJ')]","[('suggestion', 'NN')]",6.516,7.13,6.664,7.369,3.992,3.833,3.947,3.764,6.215,6.157,6.335,6.298
961,other suggestion,suggestion,other,"[('other', 'JJ')]","[('suggestion', 'NN')]",5.803,5.753,5.873,5.867,3.854,3.629,3.769,3.474,6.143,5.997,6.262,6.132
962,cipher suite,suite,cipher,"[('cipher', 'JJ')]","[('suite', 'NN')]",5.83,5.668,6.585,6.353,4.185,4.268,3.756,3.83,5.714,5.656,6.076,6.039
963,same symptom,symptom,same,"[('same', 'JJ')]","[('symptom', 'NN')]",4.968,5.231,4.76,5.471,4.405,4.445,4.126,4.103,5.213,5.223,5.239,5.36
964,active tab,tab,active,"[('active', 'JJ')]","[('tab', 'NN')]",5.721,5.849,5.862,6.25,4.552,4.592,4.558,4.63,5.777,5.794,6.17,6.402
965,close tab,tab,close,"[('close', 'JJ')]","[('tab', 'NN')]",5.436,5.473,5.573,5.816,4.235,4.198,3.929,3.684,5.549,5.528,5.802,5.847
966,current tab,tab,current,"[('current', 'JJ')]","[('tab', 'NN')]",5.705,5.802,5.965,6.402,4.184,4.142,3.707,3.349,5.62,5.604,6.047,6.215
967,first tab,tab,first,"[('first', 'JJ')]","[('tab', 'NN')]",5.836,6.013,6.262,6.848,4.328,4.308,4.238,4.149,5.732,5.753,6.113,6.314
968,multiple tab,tab,multiple,"[('multiple', 'JJ')]","[('tab', 'NN')]",5.53,5.585,5.482,5.679,4.135,4.101,3.769,3.446,5.611,5.596,5.619,5.575
969,new tab,tab,new,"[('new', 'JJ')]","[('tab', 'NN')]",5.836,5.961,6.424,7.095,4.405,4.407,4.279,4.209,5.524,5.5,5.698,5.691
970,open tab,tab,open,"[('open', 'JJ')]","[('tab', 'NN')]",5.664,5.792,6.022,6.511,4.268,4.254,4.051,3.866,5.717,5.74,5.984,6.128
971,other tab,tab,other,"[('other', 'JJ')]","[('tab', 'NN')]",5.579,5.646,5.624,5.892,4.157,4.121,3.704,3.348,5.663,5.658,5.908,6.005
972,several tab,tab,several,"[('several', 'JJ')]","[('tab', 'NN')]",5.441,5.471,5.576,5.819,4.337,4.363,4.229,4.153,5.509,5.449,5.696,5.66
973,longer active tab,tab,longer active,"[('longer', 'RB'), ('active', 'JJ')]","[('tab', 'NN')]",5.39,5.49,5.52,5.73,5.01,5.21,5.01,5.31,5.51,5.44,5.68,5.66
974,new tab page,tab page,new,"[('new', 'JJ')]","[('tab', 'NN'), ('page', 'NN')]",5.984,6.14,6.984,7.431,4.259,4.373,3.983,4.249,5.664,5.526,6.019,5.84
975,other task,task,other,"[('other', 'JJ')]","[('task', 'NN')]",5.31,5.153,5.622,5.412,4.333,4.428,3.797,3.78,5.568,5.457,6.077,6.027
976,long term,term,long,"[('long', 'JJ')]","[('term', 'NN')]",5.613,5.624,5.755,5.85,4.253,4.373,4.053,4.28,5.433,5.424,5.442,5.413
977,short term,term,short,"[('short', 'JJ')]","[('term', 'NN')]",5.671,5.688,6.109,6.377,3.92,3.971,3.219,3.029,5.467,5.456,5.511,5.52
978,single term,term,single,"[('single', 'JJ')]","[('term', 'NN')]",5.53,5.52,5.95,6.14,4.2,4.3,3.5,3.45,5.31,5.28,5.48,5.47
979,disabled test,test,disabled,"[('disabled', 'JJ')]","[('test', 'NN')]",3.663,2.952,3.527,2.732,4.093,3.872,3.99,3.728,4.402,4.621,4.414,4.681
980,few test,test,few,"[('few', 'JJ')]","[('test', 'NN')]",4.928,5.001,4.638,4.741,4.367,4.39,4.28,4.27,5.05,5.245,5.009,5.478
981,good test,test,good,"[('good', 'JJ')]","[('test', 'NN')]",5.718,6.134,6.07,6.886,4.386,4.384,4.15,4.074,5.272,5.608,5.498,6.216
982,many test,test,many,"[('many', 'JJ')]","[('test', 'NN')]",5.855,6.237,5.567,6.132,4.335,4.34,4.31,4.317,5.508,5.882,5.32,5.947
983,more test,test,more,"[('more', 'JJ')]","[('test', 'NN')]",5.475,5.709,5.243,5.648,4.351,4.365,4.288,4.283,5.342,5.623,5.163,5.714
984,new test,test,new,"[('new', 'JJ')]","[('test', 'NN')]",5.916,6.409,6.089,6.908,4.094,4.02,4.22,4.186,5.091,5.435,5.093,5.605
985,other test,test,other,"[('other', 'JJ')]","[('test', 'NN')]",5.501,5.697,5.315,5.756,4.151,4.128,3.805,3.557,5.418,5.668,5.439,6.131
986,previous test,test,previous,"[('previous', 'JJ')]","[('test', 'NN')]",5.11,5.44,5.11,5.44,3.53,3.15,3.53,3.15,5.12,5.64,5.12,5.64
987,reftest test,test,reftest,"[('reftest', 'JJ')]","[('test', 'NN')]",4.522,4.538,4.39,4.37,4.591,4.644,4.283,4.276,4.878,5.023,4.573,4.83
988,same test,test,same,"[('same', 'JJ')]","[('test', 'NN')]",5.31,5.458,5.346,5.802,4.368,4.374,4.272,4.258,5.25,5.496,5.212,5.786
989,sure test,test,sure,"[('sure', 'JJ')]","[('test', 'NN')]",5.841,5.97,6.056,6.864,3.842,3.803,3.521,3.122,5.879,6.06,5.905,6.837
990,manual test,test,manual,"[('manual', 'JJ')]","[('test', 'NN')]",5.203,5.3,5.177,5.545,3.925,3.848,3.645,3.322,5.313,5.528,4.872,5.28
991,unknown test,test,unknown,"[('unknown', 'JJ')]","[('test', 'NN')]",4.748,4.912,4.736,4.906,4.652,4.838,4.636,4.83,4.244,4.312,4.208,4.27
992,good testcase,testcase,good,"[('good', 'JJ')]","[('testcase', 'NN')]",6.109,6.919,6.313,7.279,4.509,4.164,4.401,3.96,5.609,6.019,5.717,6.226
993,nice testcase,testcase,nice,"[('nice', 'JJ')]","[('testcase', 'NN')]",5.97,6.95,5.97,6.95,4.26,3.53,4.26,3.53,5.73,6.47,5.73,6.47
994,reduced testcase,testcase,reduced,"[('reduced', 'JJ')]","[('testcase', 'NN')]",5.603,5.772,5.725,6.086,4.62,4.518,4.61,4.415,5.518,5.655,5.532,5.799
995,simple testcase,testcase,simple,"[('simple', 'JJ')]","[('testcase', 'NN')]",5.762,6.004,6.023,6.531,4.018,3.716,3.807,3.211,5.715,5.942,5.846,6.269
996,more testing,testing,more,"[('more', 'JJ')]","[('testing', 'NN')]",5.466,5.55,5.494,5.742,4.669,4.61,4.592,4.383,5.495,5.581,5.388,5.579
997,only text,text,only,"[('only', 'JJ')]","[('text', 'NN')]",5.556,5.326,5.892,5.588,4.336,4.54,4.03,4.302,5.574,5.4,5.814,5.562
998,plain text,text,plain,"[('plain', 'JJ')]","[('text', 'NN')]",5.674,5.528,5.949,5.673,3.87,3.908,3.298,3.206,5.689,5.578,6.097,5.981
999,big thank,thank,big,"[('big', 'JJ')]","[('thank', 'NN')]",6.484,5.767,6.657,5.905,4.014,4.389,3.946,4.344,6.096,5.652,6.235,5.79
1000,great thank,thank,great,"[('great', 'JJ')]","[('thank', 'NN')]",7.406,7.188,7.406,7.188,3.734,4.064,3.734,4.064,6.65,6.498,6.65,6.498
1001,many thank,thank,many,"[('many', 'JJ')]","[('thank', 'NN')]",6.312,5.191,6.369,5.203,4.165,4.827,4.129,4.807,5.931,5.171,5.969,5.183
1002,much thank,thank,much,"[('much', 'JJ')]","[('thank', 'NN')]",6.26,5.368,6.342,5.403,4.102,4.588,4.088,4.605,6.02,5.472,6.078,5.512
1003,classic theme,theme,classic,"[('classic', 'JJ')]","[('theme', 'NN')]",5.892,5.992,6.412,6.904,4.112,4.312,3.372,3.518,5.842,5.842,6.292,6.486
1004,dark theme,theme,dark,"[('dark', 'JJ')]","[('theme', 'NN')]",5.344,5.283,5.36,5.323,4.058,4.257,3.711,4.026,5.328,5.197,5.494,5.29
1005,light theme,theme,light,"[('light', 'JJ')]","[('theme', 'NN')]",5.604,5.626,5.826,6.026,4.102,4.206,3.234,3.31,5.448,5.406,5.982,6.018
1006,new theme,theme,new,"[('new', 'JJ')]","[('theme', 'NN')]",6.118,6.208,6.793,7.477,4.235,4.388,3.897,4.302,5.727,5.7,5.882,5.873
1007,certain thing,thing,certain,"[('certain', 'JJ')]","[('thing', 'NN')]",5.628,5.632,5.83,5.97,4.006,4.096,3.318,3.258,5.624,5.662,5.894,6.134
